Time (ms);Marker 1 - 0
1235;-0,182057425379753
1243;-0,14452601224184
1251;-0,114518390595913
1260;-0,0835648762062192
1268;-0,0472766080871224
1276;-0,00355610642582178
1285;0,0488755321130157
1293;0,110660279355943
1301;0,181109423190355
1310;0,257509130239487
1318;0,33549944460392
1326;0,410902398824692
1335;0,481568855047226
1343;0,547757923603058
1351;0,611061477661133
1360;0,672218894958496
1368;0,728541672229767
1376;0,772948682308197
1385;0,796189546585083
1393;0,790961718559265
1401;0,754782557487488
1410;0,690516555309296
1418;0,605533295869827
1426;0,509426510334015
1435;0,410887765884399
1443;0,316321560740471
1451;0,230462110042572
1460;0,15683980807662
1468;0,097734054364264
1476;0,0541983053553849
1485;0,0257860428886488
1493;0,0102926857536659
1501;0,00443294530268759
1510;0,00492756792809814
1518;0,00894912027288228
1527;0,0142079607117921
1535;0,0191249191761017
1543;0,0227208107709885
1552;0,024311139434576
1560;0,02356225438416
1568;0,0207681123167276
1577;0,0168195458129048
1585;0,0127475067041814
1593;0,00921508930623531
1602;0,00641106958501041
1610;0,0043464228278026
1618;0,00319858381990343
1627;0,00336961646098644
1635;0,00509457609150559
1643;0,00792091253679246
1652;0,0107461514417082
1660;0,0124819034710526
1668;0,0126842157915235
1677;0,0118303332477808
1685;0,0112621758133173
1693;0,0125419016927481
1702;0,0163066307082772
1710;0,0213757805526257
1718;0,0243885152041912
1727;0,0193676570430398
1735;-0,00290170032531023
1743;-0,0543697053566575
1752;-0,146306215412915
1760;-0,28290637601167
1768;-0,455423012375832
1777;-0,641976222395897
1785;-0,814347261190414
1793;-0,947282934188843
1802;-1,02571315765381
1810;-1,04939358234406
1818;-1,03172252178192
1827;-0,988331282138824
1835;-0,92646586894989
1844;-0,848245632648468
1852;-0,75671318769455
1860;-0,653754633665085
1869;-0,540597724914551
1877;-0,422655799984932
1885;-0,307252210378647
1894;-0,197974927909672
1902;-0,094682358391583
1910;0,0040543420240283
1919;0,0999175561591983
1927;0,194232885353267
1935;0,286951118707657
1944;0,375098124146461
1952;0,45277293920517
1960;0,514404988288879
1969;0,558078527450562
1977;0,585928297042847
1985;0,60239315032959
1994;0,611410868167877
2002;0,614285218715668
2010;0,609955811500549
2019;0,596257567405701
2027;0,571010589599609
2035;0,533701884746552
2044;0,486560463905334
2052;0,433719706535339
2060;0,379827153682709
2069;0,328852674365044
2077;0,28287216424942
2085;0,241680929064751
2094;0,203549993038178
2102;0,166549883782864
2110;0,130034885555506
2119;0,0951263129711151
2127;0,0635044917464256
2135;0,0359625746496022
2144;0,0118943558074534
2152;-0,0104646339081228
2160;-0,0329341090284288
2169;-0,0557701609097421
2177;-0,0770566757768393
2186;-0,0938678078353405
2194;-0,104063726961613
2202;-0,10716792345047
2211;-0,104343782365322
2219;-0,0982186213135719
2227;-0,0921393722295761
2236;-0,0888628646731377
2244;-0,0899594843387604
2252;-0,0958378836512566
2261;-0,105407477915287
2269;-0,115991194546223
2277;-0,124124294519424
2286;-0,126579114794731
2294;-0,12140771150589
2302;-0,108980591595173
2311;-0,0918785214424133
2319;-0,0733834072947502
2327;-0,0562475886195898
2336;-0,0422369092702866
2344;-0,0315685000270605
2352;-0,0229801945388317
2361;-0,0150914764497429
2369;-0,00745894149877131
2377;-0,000459958659484982
2386;0,00508131417445838
2394;0,00828465386293828
2402;0,00877461195923388
2411;0,00692928920034319
2419;0,00367189582902938
2427;0,000149813503958285
2436;-0,00258926867973059
2444;-0,0038914943812415
2452;-0,00350571069866419
2461;-0,00128704309463501
2469;0,00291807195171714
2477;0,00894390679895878
2486;0,015955602703616
2494;0,022522980067879
2503;0,0271052815020084
2511;0,0287387799471617
2519;0,027602281793952
2528;0,0249605141580105
2536;0,0223721593618393
2544;0,0207815561443567
2553;0,0201626375317574
2561;0,0198430720716715
2569;0,0191448567435145
2578;0,0177948884665966
2586;0,0158811530098319
2594;0,0135916944593191
2603;0,0110183399170637
2611;0,00816657731775194
2619;0,00517414736095816
2628;0,00247896637301892
2636;0,000653765175957233
2644;3,85966734029353E-05
2653;0,000581144948955625
2661;0,00193330844631419
2669;0,00357247748179361
2678;0,00496945702470839
2686;0,00579023053869605
2694;0,00588059425354004
2703;0,00513536781072617
2711;0,00353735631797463
2719;0,00125832420308143
2728;-0,00131905458401889
2736;-0,0036416222108528
2744;-0,00515841606538743
2753;-0,00556523581035435
2761;-0,00491329983342439
2769;-0,0035710141499294
2778;-0,00209080483473372
2786;-0,000983208740944974
2794;-0,000533585107768886
2803;-0,000780164657044224
2811;-0,00156563417986035
2819;-0,00258286646567285
2828;-0,00346290683373809
2836;-0,00384631250053644
2845;-0,00334071459656116
2853;-0,00163093738665339
2861;0,00112515670771245
2870;0,00418856070900802
2878;0,00663825959491078
2886;0,00771219795569777
2895;0,00703227478079498
2903;0,0048988490132615
2911;0,00219104641582817
2920;-0,000148167251609266
2928;-0,00144344191066921
2936;-0,0014172839699313
2945;-0,000298163760453463
2953;0,00128027498722076
2961;0,00259347599931061
2970;0,00314901180099696
2978;0,00287535966199357
2986;0,00208787805458996
2995;0,0013186887052143
3003;0,00111198622325901
3011;0,00176136127265636
3020;0,00313163407845423
3028;0,00477135174442083
3036;0,0062016231007874
3045;0,00712355282157659
3053;0,00747110564261675
3061;0,00737305916845798
3070;0,00706209093332291
3078;0,00670813592150807
3086;0,00623473236337304
3095;0,00531024183146656
3103;0,00358839184045792
3111;0,00101997628808022
3120;-0,00200885543599725
3128;-0,00482787489891052
3136;-0,00678898761980236
3145;-0,00748372748494148
3153;-0,00682666967622936
3161;-0,00504646736080758
3170;-0,0025693301751744
3178;0,000101522105978802
3187;0,00243030919809826
3195;0,00392277425271459
3203;0,00429246071726084
3212;0,00360924494161736
3220;0,00226805673155468
3228;0,000771750204148702
3237;-0,000476330358651467
3245;-0,00126856791612227
3253;-0,00162142552435398
3262;-0,00170739914756268
3270;-0,00169752130750567
3278;-0,00168764346744865
